epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.1209,2.03164,4.80628,1.92556,0.03508,0.17647,0.01829,0.00437,2.97188,22.2999,3.95876,0.000655556,0.000655556,0.000655556
